id.rownames	baseMean	log2FoldChange	lfcSE	stat	pvalue	padj	ensembl_gene_id	mgi_symbol	gene_biotype
ENSRNOG00000005577	819.4628439	-0.309110166	0.08185028	-3.776531569	0.000159027	0.013099883	ENSRNOG00000005577		protein_coding
ENSRNOG00000026517	579.0188964	-0.28928183	0.076711262	-3.771047719	0.000162564	0.013225852	ENSRNOG00000026517		protein_coding
ENSRNOG00000004373	1854.831213	-0.182484603	0.048570303	-3.757122991	0.000171878	0.013729409	ENSRNOG00000004373		protein_coding
ENSRNOG00000007866	100.8205724	-1.798970924	0.479519408	-3.75161233	0.000175701	0.013950236	ENSRNOG00000007866		protein_coding
ENSRNOG00000031506	1468.403478	-0.39136353	0.104536137	-3.743810887	0.00018125	0.014219501	ENSRNOG00000031506		protein_coding
ENSRNOG00000016334	896.3676441	-0.253408924	0.067839499	-3.735418566	0.000187403	0.014549618	ENSRNOG00000016334		protein_coding
ENSRNOG00000011394	454.383402	-0.509193535	0.136375609	-3.733758106	0.000188644	0.014549618	ENSRNOG00000011394		protein_coding
ENSRNOG00000024923	126.3131106	-0.761766684	0.204409687	-3.726666265	0.000194029	0.014613163	ENSRNOG00000024923		protein_coding
ENSRNOG00000017723	725.9800077	-0.299696521	0.080345594	-3.730092796	0.000191409	0.014613163	ENSRNOG00000017723		protein_coding
ENSRNOG00000003822	1142.889696	-0.288506841	0.077392617	-3.727834164	0.000193132	0.014613163	ENSRNOG00000003822		protein_coding
ENSRNOG00000052393	497.2895829	-0.305703616	0.082444347	-3.707999722	0.000208903	0.015492266	ENSRNOG00000052393		protein_coding
ENSRNOG00000004737	871.4948345	-0.61681903	0.166281595	-3.709484679	0.000207682	0.015492266	ENSRNOG00000004737		protein_coding
ENSRNOG00000053260	36.07177509	-4.548958825	1.228195682	-3.703773668	0.000212416	0.015556386	ENSRNOG00000053260		protein_coding
ENSRNOG00000019332	549.3790434	-0.286854727	0.077450278	-3.703727544	0.000212454	0.015556386	ENSRNOG00000019332		protein_coding
ENSRNOG00000060141	1308.858948	-0.224379166	0.060684503	-3.69747059	0.000217758	0.015686618	ENSRNOG00000060141		protein_coding
ENSRNOG00000060694	1704.370729	-0.479524918	0.129941351	-3.690318083	0.000223974	0.016043342	ENSRNOG00000060694		protein_coding
ENSRNOG00000037765	1204.719389	-0.243535422	0.06609312	-3.684731789	0.000228944	0.016310684	ENSRNOG00000037765		protein_coding
ENSRNOG00000012933	1083.974813	-0.240952011	0.065782883	-3.662837508	0.000249437	0.017580624	ENSRNOG00000012933		protein_coding
ENSRNOG00000018704	3635.806225	-0.241910284	0.066197307	-3.654382529	0.000257802	0.017977915	ENSRNOG00000018704		protein_coding
ENSRNOG00000022356	557.2875676	-0.299543517	0.082466833	-3.632290768	0.000280916	0.019384697	ENSRNOG00000022356		protein_coding
ENSRNOG00000018659	6830.229023	-0.642027198	0.177815584	-3.610635152	0.000305448	0.020628278	ENSRNOG00000018659		protein_coding
ENSRNOG00000003592	752.3429629	-0.340930274	0.094453063	-3.609520554	0.000306763	0.020628278	ENSRNOG00000003592		protein_coding
ENSRNOG00000032840	474.2803033	-0.353964818	0.098537637	-3.592178887	0.000327925	0.021396269	ENSRNOG00000032840		protein_coding
ENSRNOG00000000073	337.0374178	-0.573286654	0.159571588	-3.592661208	0.000327318	0.021396269	ENSRNOG00000000073		protein_coding
ENSRNOG00000006462	1651.896887	-0.36055371	0.100679303	-3.581209829	0.000342007	0.021776088	ENSRNOG00000006462		protein_coding
ENSRNOG00000000645	2843.631083	-0.178001305	0.049700018	-3.581513892	0.000341609	0.021776088	ENSRNOG00000000645		protein_coding
ENSRNOG00000025372	971.5881979	-0.262597865	0.073532657	-3.571173366	0.000355386	0.022392712	ENSRNOG00000025372		protein_coding
ENSRNOG00000001053	8677.645631	-0.160413393	0.044917503	-3.571289217	0.000355228	0.022392712	ENSRNOG00000001053		protein_coding
ENSRNOG00000007299	228.0729634	-0.428250251	0.119953295	-3.570141627	0.000356788	0.022392712	ENSRNOG00000007299		protein_coding
ENSRNOG00000058011	821.7818974	-0.279147858	0.078353958	-3.562651657	0.000367128	0.022839157	ENSRNOG00000058011		pseudogene
ENSRNOG00000012204	1481.145694	-0.218266534	0.061478897	-3.550267558	0.00038484	0.023813093	ENSRNOG00000012204		protein_coding
ENSRNOG00000033776	711.9335476	-0.365939423	0.103280574	-3.543158301	0.000395365	0.024124605	ENSRNOG00000033776		protein_coding
ENSRNOG00000033100	3263.472247	-0.17571712	0.049659856	-3.538413847	0.000402539	0.02444912	ENSRNOG00000033100		processed_pseudogene
ENSRNOG00000036662	778.6271806	-0.231310806	0.065413796	-3.536116545	0.000406056	0.024549595	ENSRNOG00000036662		protein_coding
ENSRNOG00000012237	2194.876644	-0.224450429	0.063502359	-3.53452114	0.000408515	0.0245855	ENSRNOG00000012237		protein_coding
ENSRNOG00000020843	5243.866849	-0.355899071	0.10076285	-3.532046511	0.000412357	0.024703922	ENSRNOG00000020843		protein_coding
ENSRNOG00000009690	558.3816417	-0.244311409	0.069336835	-3.52354431	0.000425816	0.025280421	ENSRNOG00000009690		protein_coding
ENSRNOG00000047219	1051.835113	-0.367888816	0.105125149	-3.499531934	0.000466076	0.026824798	ENSRNOG00000047219		protein_coding
ENSRNOG00000013135	1869.976516	-0.20803918	0.059523096	-3.495100147	0.000473884	0.027038052	ENSRNOG00000013135		protein_coding
ENSRNOG00000000799	4120.715	-0.191414912	0.054759285	-3.495569968	0.00047305	0.027038052	ENSRNOG00000000799		protein_coding
ENSRNOG00000019744	89.70364653	-1.035636171	0.29694589	-3.487625886	0.000487329	0.027685354	ENSRNOG00000019744		protein_coding
ENSRNOG00000014901	5044.694334	-0.276870519	0.079413956	-3.486421462	0.000489529	0.027690959	ENSRNOG00000014901		protein_coding
ENSRNOG00000016974	968.2810615	-0.207182453	0.059570096	-3.477960684	0.000505244	0.028457762	ENSRNOG00000016974		protein_coding
ENSRNOG00000031540	706.5926753	-0.348776769	0.100573248	-3.467888091	0.000524566	0.02917205	ENSRNOG00000031540		protein_coding
ENSRNOG00000004588	434.629763	-0.278896265	0.080523715	-3.463529523	0.000533138	0.029400669	ENSRNOG00000004588		protein_coding
ENSRNOG00000020893	1623.361212	-0.245015784	0.070940563	-3.45381789	0.00055271	0.030227071	ENSRNOG00000020893		protein_coding
ENSRNOG00000013353	254.5257712	-0.429244327	0.124263805	-3.45429892	0.000551725	0.030227071	ENSRNOG00000013353		protein_coding
ENSRNOG00000010694	816.98598	-0.230828243	0.066946676	-3.447941777	0.000564876	0.030764723	ENSRNOG00000010694		protein_coding
ENSRNOG00000006298	1003.882174	-0.253257317	0.073519937	-3.44474341	0.000571602	0.030984937	ENSRNOG00000006298		protein_coding
ENSRNOG00000022500	1391.84731	-0.161477644	0.046950985	-3.439281283	0.000583261	0.031377054	ENSRNOG00000022500		protein_coding
ENSRNOG00000052795	1012.079629	-0.369507101	0.10749675	-3.437379262	0.000587373	0.031469796	ENSRNOG00000052795		protein_coding
ENSRNOG00000003687	2757.66513	-0.544116638	0.158756161	-3.427373368	0.00060945	0.032313175	ENSRNOG00000003687		protein_coding
ENSRNOG00000008309	332.935084	-0.404360697	0.118156643	-3.422242601	0.000621069	0.032612294	ENSRNOG00000008309		protein_coding
ENSRNOG00000019152	3025.12938	-0.306508899	0.089776758	-3.414123043	0.000639877	0.033267061	ENSRNOG00000019152		protein_coding
ENSRNOG00000003670	1381.703754	-0.275409504	0.080791528	-3.408890899	0.000652276	0.033610429	ENSRNOG00000003670		protein_coding
ENSRNOG00000030888	1028.395216	-0.264522272	0.077787035	-3.400595903	0.000672391	0.0343493	ENSRNOG00000030888		protein_coding
ENSRNOG00000007164	395.2674788	-0.279933962	0.08268857	-3.38540093	0.000710744	0.03606357	ENSRNOG00000007164		protein_coding
ENSRNOG00000000108	674.2810921	-0.258580029	0.07667367	-3.372474908	0.000744959	0.037475405	ENSRNOG00000000108		protein_coding
ENSRNOG00000007390	616.9082694	-0.691574166	0.205131747	-3.37136585	0.000747965	0.037483547	ENSRNOG00000007390		protein_coding
ENSRNOG00000000431	1580.072221	-0.283107717	0.084076391	-3.367267704	0.00075917	0.037900964	ENSRNOG00000000431		protein_coding
ENSRNOG00000011093	499.5489065	-0.272600331	0.081042044	-3.363690235	0.000769078	0.037964231	ENSRNOG00000011093		protein_coding
ENSRNOG00000031896	7545.820438	-0.209086757	0.062134977	-3.365041177	0.000765322	0.037964231	ENSRNOG00000031896		protein_coding
ENSRNOG00000003357	74238.54897	-0.33885046	0.101218943	-3.347698053	0.000814857	0.039924984	ENSRNOG00000003357		protein_coding
ENSRNOG00000021068	1021.191685	-0.376051505	0.113146459	-3.323581752	0.000888694	0.0429047	ENSRNOG00000021068		protein_coding
ENSRNOG00000037480	346.023109	-0.348426353	0.104820029	-3.32404365	0.000887223	0.0429047	ENSRNOG00000037480		protein_coding
ENSRNOG00000058733	1678.151746	-0.233073762	0.070180347	-3.321068799	0.000896734	0.043134883	ENSRNOG00000058733		protein_coding
ENSRNOG00000055281	4289.616816	-0.267133214	0.0805373	-3.316888133	0.000910261	0.043626306	ENSRNOG00000055281		protein_coding
ENSRNOG00000019649	2282.380029	-0.193593925	0.058606097	-3.303306896	0.000955518	0.045138785	ENSRNOG00000019649		protein_coding
ENSRNOG00000008945	2535.924553	-0.148526289	0.044953144	-3.30402448	0.000953075	0.045138785	ENSRNOG00000008945		protein_coding
ENSRNOG00000002454	1121.079464	-0.221514079	0.067157021	-3.298450031	0.000972202	0.045762929	ENSRNOG00000002454		protein_coding
ENSRNOG00000061595	71.8097529	-0.767406461	0.232847478	-3.295747355	0.000981602	0.04588066	ENSRNOG00000061595		protein_coding
ENSRNOG00000021406	195.8640848	-0.433881341	0.131649563	-3.29572943	0.000981665	0.04588066	ENSRNOG00000021406		protein_coding
ENSRNOG00000053541	560.5309005	-0.280636155	0.085397951	-3.286216474	0.001015429	0.047124506	ENSRNOG00000053541		protein_coding
ENSRNOG00000003587	311.1036187	-0.702308683	0.214062932	-3.280851462	0.001034942	0.047861543	ENSRNOG00000003587		protein_coding
ENSRNOG00000002908	1538.736466	-0.192475369	0.058759513	-3.275646087	0.001054206	0.048412655	ENSRNOG00000002908		protein_coding
ENSRNOG00000012228	231.7090627	-0.403254934	0.123082254	-3.276304428	0.001051751	0.048412655	ENSRNOG00000012228		protein_coding
ENSRNOG00000057367	4031.159093	-0.191304041	0.058503394	-3.269964823	0.001075609	0.049224032	ENSRNOG00000057367		protein_coding
ENSRNOG00000002843	169.7547426	-2.334357968	0.715414725	-3.262943699	0.001102614	0.049768683	ENSRNOG00000002843		protein_coding
ENSRNOG00000011008	789.4730753	-0.307249483	0.09414381	-3.263618545	0.001099992	0.049768683	ENSRNOG00000011008		protein_coding
ENSRNOG00000004677	1214.356187	-0.243566482	0.074788286	-3.256746402	0.001126971	0.05069445	ENSRNOG00000004677		protein_coding
ENSRNOG00000029055	1193.579726	-0.319696415	0.098236734	-3.254346947	0.001136534	0.05086215	ENSRNOG00000029055		protein_coding
ENSRNOG00000056219	1363.868278	-1.051955326	0.32329293	-3.253876684	0.001138417	0.05086215	ENSRNOG00000056219		protein_coding
ENSRNOG00000014617	2655.78334	-0.219764447	0.067745805	-3.24395655	0.001178817	0.052489228	ENSRNOG00000014617		protein_coding
ENSRNOG00000007738	2637.639169	-0.12089555	0.037660957	-3.210103011	0.001326874	0.057526977	ENSRNOG00000007738		protein_coding
ENSRNOG00000015843	2259.535009	-0.192157959	0.060008731	-3.2021667	0.00136398	0.058749222	ENSRNOG00000015843		protein_coding
ENSRNOG00000011817	2438.018474	-0.37112563	0.11617085	-3.19465366	0.001399987	0.060103692	ENSRNOG00000011817		protein_coding
ENSRNOG00000061543	2639.080065	-0.155691272	0.048760254	-3.192995494	0.001408051	0.06025363	ENSRNOG00000061543		protein_coding
ENSRNOG00000003229	1777.231242	-0.208157425	0.065275501	-3.18890583	0.001428124	0.0609148	ENSRNOG00000003229		protein_coding
ENSRNOG00000014623	3860.073822	-0.224093399	0.070559566	-3.175946406	0.001493485	0.063090185	ENSRNOG00000014623		protein_coding
ENSRNOG00000014992	1931.616961	-0.253729383	0.079965692	-3.172978008	0.00150884	0.06353516	ENSRNOG00000014992		protein_coding
ENSRNOG00000011654	1112.098946	-0.297187612	0.093815721	-3.167780514	0.001536074	0.063874597	ENSRNOG00000011654		protein_coding
ENSRNOG00000033206	408.0238105	-0.408091507	0.128810787	-3.168146987	0.001534139	0.063874597	ENSRNOG00000033206		protein_coding
ENSRNOG00000060486	378.8394203	-0.287642586	0.090803709	-3.167740497	0.001536286	0.063874597	ENSRNOG00000060486		protein_coding
ENSRNOG00000026378	394.5063256	-0.307322447	0.097700524	-3.145555782	0.001657716	0.068064468	ENSRNOG00000026378		protein_coding
ENSRNOG00000019489	598.582119	-0.274456512	0.087333022	-3.142643018	0.001674299	0.068108829	ENSRNOG00000019489		protein_coding
ENSRNOG00000013321	564.577837	-0.31140425	0.099050935	-3.143879961	0.001667238	0.068108829	ENSRNOG00000013321		protein_coding
ENSRNOG00000016689	808.6672367	-0.240303188	0.076815906	-3.128299862	0.001758207	0.07108334	ENSRNOG00000016689		protein_coding
ENSRNOG00000013598	546.9866031	-0.231402998	0.074301368	-3.11438408	0.001843294	0.073752999	ENSRNOG00000013598		protein_coding
ENSRNOG00000023317	2409.107024	-0.187676768	0.06025601	-3.114656427	0.001841593	0.073752999	ENSRNOG00000023317		protein_coding
ENSRNOG00000008892	443.8041541	-0.260520614	0.083801959	-3.108765196	0.00187871	0.074582507	ENSRNOG00000008892		protein_coding
ENSRNOG00000002912	757.6919434	-0.226043212	0.072858359	-3.102502115	0.001918922	0.075950117	ENSRNOG00000002912		protein_coding
ENSRNOG00000017329	626.1882207	-0.299959831	0.096790873	-3.099050794	0.001941417	0.07661042	ENSRNOG00000017329		protein_coding
ENSRNOG00000000435	382.9969164	-0.353785588	0.114291308	-3.095472381	0.001964997	0.077309423	ENSRNOG00000000435		protein_coding
ENSRNOG00000006554	364.4003198	-0.27040549	0.087537817	-3.089013403	0.002008224	0.07857932	ENSRNOG00000006554		protein_coding
ENSRNOG00000018835	3221.553321	-0.269669285	0.08764224	-3.076932812	0.002091424	0.081312605	ENSRNOG00000018835		protein_coding
ENSRNOG00000003551	463.9951847	-0.342047486	0.111526303	-3.066966959	0.002162428	0.083580046	ENSRNOG00000003551		protein_coding
ENSRNOG00000007644	410.5822358	-0.341786073	0.111680788	-3.060383776	0.002210535	0.085129764	ENSRNOG00000007644		protein_coding
ENSRNOG00000014119	1908.189132	-0.234486466	0.076707641	-3.056885386	0.002236498	0.085440697	ENSRNOG00000014119		protein_coding
ENSRNOG00000029082	417.2320255	-0.345395819	0.113090009	-3.054167406	0.002256861	0.085919699	ENSRNOG00000029082		protein_coding
ENSRNOG00000008024	542.8070044	-0.327424185	0.10736088	-3.049753171	0.002290295	0.086741636	ENSRNOG00000008024		protein_coding
ENSRNOG00000020336	327.6070611	-0.335892968	0.110179532	-3.048596794	0.002299128	0.08682668	ENSRNOG00000020336		protein_coding
ENSRNOG00000012271	4603.419932	-0.152081206	0.049974474	-3.04317775	0.00234094	0.087652247	ENSRNOG00000012271		protein_coding
ENSRNOG00000019582	1580.498226	-0.168364696	0.055344677	-3.042111796	0.002349246	0.087714067	ENSRNOG00000019582		protein_coding
ENSRNOG00000032778	1557.117368	-0.234551986	0.077296051	-3.034462719	0.002409645	0.088961136	ENSRNOG00000032778		protein_coding
ENSRNOG00000006661	181.8157676	-0.414428507	0.136555349	-3.034875666	0.002406349	0.088961136	ENSRNOG00000006661		protein_coding
ENSRNOG00000015461	338.3648807	-0.613987366	0.202484302	-3.032271446	0.002427208	0.089110321	ENSRNOG00000015461		protein_coding
ENSRNOG00000005788	863.5890548	-0.258308046	0.085273116	-3.029185029	0.002452144	0.089775735	ENSRNOG00000005788		protein_coding
ENSRNOG00000010522	130.5927282	-0.534962295	0.176728938	-3.027021503	0.002469764	0.089921238	ENSRNOG00000010522		protein_coding
ENSRNOG00000005261	1108.074868	-0.511246532	0.168865835	-3.027530883	0.002465605	0.089921238	ENSRNOG00000005261		protein_coding
ENSRNOG00000018282	740.0052091	-0.90699524	0.300089983	-3.022410915	0.002507699	0.09042349	ENSRNOG00000018282		protein_coding
ENSRNOG00000004846	1643.194685	-0.167285156	0.055331558	-3.023322685	0.002500155	0.09042349	ENSRNOG00000004846		protein_coding
ENSRNOG00000022727	1437.338034	-0.16044707	0.053168373	-3.017716364	0.002546872	0.091465306	ENSRNOG00000022727		protein_coding
ENSRNOG00000055156	33.39368525	-7.726146946	2.569848751	-3.006459794	0.00264309	0.092339904	ENSRNOG00000055156		protein_coding
ENSRNOG00000024647	2364.582556	-0.13581407	0.045091437	-3.01197034	0.00259558	0.092339904	ENSRNOG00000024647		protein_coding
ENSRNOG00000008676	8259.406135	-0.683308154	0.227310799	-3.006052319	0.002646635	0.092339904	ENSRNOG00000008676		protein_coding
ENSRNOG00000050855	132.881033	-0.474933469	0.157776118	-3.010173372	0.002610986	0.092339904	ENSRNOG00000050855		protein_coding
ENSRNOG00000006444	2975.095924	-0.184048708	0.061278949	-3.003457325	0.00266931	0.092339904	ENSRNOG00000006444		protein_coding
ENSRNOG00000050044	3798.134412	-0.158891842	0.052809674	-3.008763903	0.002623129	0.092339904	ENSRNOG00000050044		protein_coding
ENSRNOG00000056135	675.5381378	-0.280362523	0.093321948	-3.004250658	0.002662359	0.092339904	ENSRNOG00000056135		protein_coding
ENSRNOG00000021847	591.4860897	-0.259205132	0.086199368	-3.007042148	0.002638032	0.092339904	ENSRNOG00000021847		protein_coding
ENSRNOG00000047620	420.790265	-0.327802785	0.109132218	-3.003721461	0.002666994	0.092339904	ENSRNOG00000047620		protein_coding
ENSRNOG00000018477	881.0665502	-0.246685048	0.082014458	-3.007823914	0.002631255	0.092339904	ENSRNOG00000018477		protein_coding
ENSRNOG00000019047	2086.321528	-0.174458858	0.058108295	-3.002305587	0.002679431	0.092447369	ENSRNOG00000019047		protein_coding
ENSRNOG00000010994	106.3539141	-0.814437759	0.272066077	-2.993529255	0.002757711	0.094406823	ENSRNOG00000010994		protein_coding
ENSRNOG00000047439	36.68325812	-0.934287837	0.312225584	-2.992348751	0.002768398	0.094527167	ENSRNOG00000047439		protein_coding
ENSRNOG00000003259	802.004028	-1.254993564	0.419648191	-2.990584951	0.002784437	0.094829135	ENSRNOG00000003259		protein_coding
ENSRNOG00000016781	6521.57094	-0.189419104	0.063519663	-2.982054585	0.002863209	0.096677607	ENSRNOG00000016781		protein_coding
ENSRNOG00000012266	699.5819257	-0.224800995	0.075388876	-2.981885471	0.002864791	0.096677607	ENSRNOG00000012266		protein_coding
ENSRNOG00000020086	472.9416587	-0.251281502	0.084267255	-2.981959023	0.002864103	0.096677607	ENSRNOG00000020086		protein_coding
ENSRNOG00000011511	457.1708318	-0.271732895	0.091287537	-2.976670231	0.002913973	0.097974895	ENSRNOG00000011511		protein_coding
ENSRNOG00000019768	2693.928783	-0.146163355	0.049301253	-2.964698588	0.003029796	0.100840187	ENSRNOG00000019768		protein_coding
ENSRNOG00000015428	1713.487794	-0.167973889	0.056745344	-2.960135152	0.003075041	0.101831763	ENSRNOG00000015428		protein_coding
ENSRNOG00000016700	360.6990709	-0.605562088	0.205007417	-2.953854537	0.003138319	0.103149735	ENSRNOG00000016700		protein_coding
ENSRNOG00000003099	1330.02651	-0.213880876	0.072587645	-2.946519017	0.003213727	0.10510401	ENSRNOG00000003099		protein_coding
ENSRNOG00000002579	3937.39292	-0.136871708	0.046494105	-2.943850808	0.003241562	0.105751955	ENSRNOG00000002579		protein_coding
ENSRNOG00000017956	1741.82238	-0.133790524	0.0455287	-2.938597482	0.00329701	0.106768025	ENSRNOG00000017956		protein_coding
ENSRNOG00000046257	495.1570977	-0.244117391	0.083164614	-2.935351713	0.003331698	0.107626915	ENSRNOG00000046257		protein_coding
ENSRNOG00000057102	2543.372028	-0.16769693	0.057720804	-2.905311753	0.003668875	0.116519924	ENSRNOG00000057102		protein_coding
ENSRNOG00000011302	2638.815702	-0.142346523	0.049027812	-2.903383147	0.003691547	0.116958149	ENSRNOG00000011302		protein_coding
ENSRNOG00000003846	3968.831785	-0.117927818	0.040627949	-2.90262789	0.00370046	0.116959394	ENSRNOG00000003846		protein_coding
ENSRNOG00000022372	1549.476777	-0.25029578	0.086382499	-2.897528819	0.003761152	0.118310217	ENSRNOG00000022372		protein_coding
ENSRNOG00000013911	657.700033	-0.238475992	0.082375088	-2.895001344	0.003791569	0.118983049	ENSRNOG00000013911		protein_coding
ENSRNOG00000018694	57.28967797	-1.172367839	0.405843325	-2.888720268	0.00386813	0.12109728	ENSRNOG00000018694		protein_coding
ENSRNOG00000021237	1419.491736	-0.207505103	0.072124263	-2.87704989	0.004014121	0.124484984	ENSRNOG00000021237		protein_coding
ENSRNOG00000059373	959.5278596	-0.272633532	0.095067211	-2.867797719	0.004133397	0.124535783	ENSRNOG00000059373		protein_coding
ENSRNOG00000019080	400.7309599	-0.266753761	0.092943013	-2.870078677	0.004103697	0.124535783	ENSRNOG00000019080		protein_coding
ENSRNOG00000007457	518.6496228	-0.650996235	0.227033623	-2.867400106	0.004138594	0.124535783	ENSRNOG00000007457		protein_coding
ENSRNOG00000036689	30516.33816	-0.112190639	0.039040798	-2.873676862	0.004057238	0.124535783	ENSRNOG00000036689		protein_coding
ENSRNOG00000007081	321.4697742	-0.798226994	0.278118693	-2.870094728	0.004103488	0.124535783	ENSRNOG00000007081		protein_coding
ENSRNOG00000047246	2031.354681	-0.221843339	0.077244288	-2.871970805	0.004079207	0.124535783	ENSRNOG00000047246		protein_coding
ENSRNOG00000010484	508.4293691	-0.24189304	0.084168802	-2.873903801	0.004054324	0.124535783	ENSRNOG00000010484		protein_coding
ENSRNOG00000004036	2082.447337	-0.116055743	0.040554023	-2.861756561	0.004213004	0.126198609	ENSRNOG00000004036		protein_coding
ENSRNOG00000018972	1897.771002	-0.176758865	0.061830744	-2.858753649	0.004253089	0.127110471	ENSRNOG00000018972		protein_coding
ENSRNOG00000046283	316.6892851	-0.308314031	0.108101359	-2.852082846	0.004343378	0.129515205	ENSRNOG00000046283		protein_coding
ENSRNOG00000007568	379.0026162	-0.27290314	0.09574777	-2.850229732	0.004368766	0.12997819	ENSRNOG00000007568		protein_coding
ENSRNOG00000002032	745.7754942	-0.187344462	0.065795281	-2.847384472	0.004408009	0.130556312	ENSRNOG00000002032		protein_coding
ENSRNOG00000008048	570.8678403	-0.405316505	0.142417001	-2.845984	0.004427442	0.130638069	ENSRNOG00000008048		protein_coding
ENSRNOG00000061058	6186.461343	-0.124650288	0.043861711	-2.841892951	0.004484655	0.131643094	ENSRNOG00000061058		protein_coding
ENSRNOG00000028501	1456.014989	-0.202838676	0.071470927	-2.838058569	0.004538885	0.132938908	ENSRNOG00000028501		protein_coding
ENSRNOG00000018901	2953.398851	-0.132033283	0.046555616	-2.836033391	0.004567767	0.13348818	ENSRNOG00000018901		protein_coding
ENSRNOG00000011052	5733.203528	-0.123173111	0.043491874	-2.832094848	0.004624413	0.134255289	ENSRNOG00000011052		protein_coding
ENSRNOG00000028688	156.2857138	-0.462385389	0.163266856	-2.832083626	0.004624575	0.134255289	ENSRNOG00000028688		protein_coding
ENSRNOG00000005386	326.3759368	-0.415706029	0.146900535	-2.829846932	0.004657028	0.134604446	ENSRNOG00000005386		protein_coding
ENSRNOG00000006956	767.8746481	-0.583221604	0.206380279	-2.825956081	0.004713973	0.135359826	ENSRNOG00000006956		protein_coding
ENSRNOG00000004026	2041.471133	-0.299169931	0.10600213	-2.822301114	0.004768039	0.136318327	ENSRNOG00000004026		protein_coding
ENSRNOG00000020355	94.80327718	-0.4892263	0.17341078	-2.821198898	0.004784453	0.136400214	ENSRNOG00000020355		protein_coding
ENSRNOG00000008908	691.6488687	-0.19178998	0.068195533	-2.812354	0.004918034	0.139397192	ENSRNOG00000008908		protein_coding
ENSRNOG00000011361	444.4867585	-0.224994706	0.080024603	-2.811569152	0.004930049	0.139437872	ENSRNOG00000011361		protein_coding
ENSRNOG00000048016	875.3606386	-0.163183921	0.058057025	-2.810752367	0.004942581	0.139492972	ENSRNOG00000048016		protein_coding
ENSRNOG00000005291	1784.146915	-0.172364754	0.061489683	-2.803149167	0.005060626	0.142215453	ENSRNOG00000005291		protein_coding
ENSRNOG00000033824	303.1951326	-0.293404445	0.104773936	-2.800357182	0.005104609	0.143146269	ENSRNOG00000033824		protein_coding
ENSRNOG00000059997	267.270332	-0.284495648	0.101688706	-2.797711376	0.005146608	0.143986881	ENSRNOG00000059997		protein_coding
ENSRNOG00000011501	4461.54152	-0.181945427	0.06515208	-2.792626533	0.005228202	0.145138673	ENSRNOG00000011501		protein_coding
ENSRNOG00000036432	239.8912891	-0.344270879	0.12328658	-2.79244406	0.005231151	0.145138673	ENSRNOG00000036432		miRNA
ENSRNOG00000014064	2868.761554	-0.190154605	0.068270272	-2.785320766	0.005347479	0.146832873	ENSRNOG00000014064		protein_coding
ENSRNOG00000049361	641.8633789	-0.260134761	0.093448381	-2.783726777	0.005373828	0.146944096	ENSRNOG00000049361		protein_coding
ENSRNOG00000025174	1664.819696	-0.182550026	0.065568847	-2.784096949	0.005367699	0.146944096	ENSRNOG00000025174		protein_coding
ENSRNOG00000014297	2450.099138	-0.3348099	0.12037662	-2.781353217	0.00541328	0.14771643	ENSRNOG00000014297		protein_coding
ENSRNOG00000025167	625.070917	-0.182796488	0.065748685	-2.780230331	0.005432035	0.147921958	ENSRNOG00000025167		protein_coding
ENSRNOG00000039848	1647.629429	-1.001678586	0.361362561	-2.771948991	0.005572177	0.150803469	ENSRNOG00000039848		protein_coding
ENSRNOG00000014090	1417.381211	-0.15772971	0.056938676	-2.770168188	0.005602735	0.151010331	ENSRNOG00000014090		protein_coding
ENSRNOG00000036397	240.1987563	-0.340615776	0.122932338	-2.770758137	0.005592595	0.151010331	ENSRNOG00000036397		miRNA
ENSRNOG00000008658	442.5819606	-0.867157634	0.313521555	-2.765862886	0.00567724	0.151163683	ENSRNOG00000008658		protein_coding
ENSRNOG00000015292	1601.788445	-0.229226179	0.082852836	-2.766666671	0.005663263	0.151163683	ENSRNOG00000015292		protein_coding
ENSRNOG00000007064	485.9071756	-0.208181986	0.075219624	-2.767655219	0.005646115	0.151163683	ENSRNOG00000007064		protein_coding
ENSRNOG00000006198	296.7923424	-0.296854322	0.107317427	-2.766133429	0.005672532	0.151163683	ENSRNOG00000006198		protein_coding
ENSRNOG00000015886	237.7917848	-0.731711629	0.264302292	-2.768464938	0.005632105	0.151163683	ENSRNOG00000015886		protein_coding
ENSRNOG00000059467	514.7884901	-0.340257117	0.122882096	-2.768972279	0.005623342	0.151163683	ENSRNOG00000059467		lincRNA
ENSRNOG00000001501	822.079138	-0.16799445	0.060874831	-2.759670091	0.005785976	0.153130847	ENSRNOG00000001501		protein_coding
ENSRNOG00000004139	2370.309595	-0.175770151	0.063687931	-2.759865925	0.005782509	0.153130847	ENSRNOG00000004139		protein_coding
ENSRNOG00000016984	462.213532	-0.227174745	0.082494911	-2.753803152	0.005890719	0.154969406	ENSRNOG00000016984		protein_coding
ENSRNOG00000022325	3447.567785	-0.14025873	0.050959949	-2.752332628	0.005917238	0.155356979	ENSRNOG00000022325		protein_coding
ENSRNOG00000007622	357.4086365	-0.252353421	0.091721879	-2.751289255	0.00593612	0.15554287	ENSRNOG00000007622		protein_coding
ENSRNOG00000050482	379.554693	-0.258541249	0.09407766	-2.748168373	0.005992923	0.156409344	ENSRNOG00000050482		protein_coding
ENSRNOG00000049033	1196.580834	-0.206708132	0.075346308	-2.743440733	0.006079902	0.158053474	ENSRNOG00000049033		protein_coding
