Ensembl_GeneID	Entrez_GeneID	HGNC_GeneSymbol	Inhi_GeneExpression_log2FPKM	Prec_GeneExpression_log2FPKM	ScrInhi_GeneExpression_log2FPKM	ScrPrec_GeneExpression_log2FPKM
ENSRNOG00000047014	29546	Homer1	3.40571839623279	3.42864033545899	3.38121945163517	3.28510511910904
ENSRNOG00000047015	293601	Olr303	0	0	0	0
ENSRNOG00000042653	690871	Ndufaf8	4.80568855646367	5.20152224404737	4.98404679152559	5.12552305164031
ENSRNOG00000012218	364620	Poteg	0	0	0	0
ENSRNOG00000012219	313056	Snrnp40	4.56352027001775	4.490111789394	4.57159952364142	4.5581960819464
ENSRNOG00000012216	116487	Tgfbi	4.88095675869696	4.67319894665379	4.58357758638601	4.60951395799248
ENSRNOG00000008439	500349	Gprc5d	1.45213344245258	1.10552482031429	1.30075264944141	1.15887221457909
ENSRNOG00000012210	366697	Sptlc2	5.53164214206071	5.479353717522	5.44506082385811	5.47636274852298
ENSRNOG00000001911	363823	Map6d1	0.281833326871694	0.274635476280496	0.213387687890379	0
ENSRNOG00000001912	364134	Tecrl	1.76508682017854	1.8622840529746	2.10849990269937	2.1289246411217
ENSRNOG00000001915	288289	Chodl	0	0	0	0
ENSRNOG00000001916	288291	Tmprss15	0	0	0	0
ENSRNOG00000047246	364996	Chtf8	5.02051367263321	4.80378967470361	5.02761667260713	5.01939866206798
ENSRNOG00000002280	302363	Sh3bgrl	6.28794355656798	6.27420230341543	6.31923074748739	6.33724591216399
ENSRNOG00000006058	300017	Lypd2	0	0	0	0
ENSRNOG00000056223	308140	Tfb1m	3.38878157826358	3.44229921961708	3.49097101729616	3.56294522643597
ENSRNOG00000007422	296603	Vav2	3.41397516793012	3.3294259297738	3.38366405141248	3.29760429674946
ENSRNOG00000007420	24448	Hrh1	0.0129852184075851	0.062717354916737	0	0.0134468464766477
ENSRNOG00000007427	85260	Entpd6	2.48359480335818	2.58927085934905	2.43973428290682	2.57983792463394
ENSRNOG00000046058	100909573	Olr784	0	0	0	0
ENSRNOG00000046057	24661	Pnmt	0	0	0	0.0561069275435212
ENSRNOG00000046051	103689999	Sccpdh	4.50823191871608	4.64149792892381	4.60394337913661	4.60615738913921
ENSRNOG00000052102	682042		0	0	0	0
ENSRNOG00000052100	290032	Eddm3b	0.45466727609475	0.274940324994748	0.391921974937197	0.391877122230837
ENSRNOG00000056487	117520	Oxr1	3.28554973757785	3.23512713266016	3.35422521609453	3.22915268210118
ENSRNOG00000056485	103694903	LOC103694903	5.97355635958161	6.00548974749517	5.9542829897683	5.94624903743315
ENSRNOG00000020753	140932	Bnip1	4.04153682298398	4.21859832719506	4.11265537264546	4.18043017051188
ENSRNOG00000020751	287726	Rdm1	2.19649437462703	2.43196097594761	2.38074471744909	2.36666331603344
ENSRNOG00000057578	361538	Prodh2	0	0.0782604441746232	0	0
ENSRNOG00000057572	494227	Vom1r79	0	0	0	0.0541187044768407
ENSRNOG00000054889	300834	Wdr72	0	0	0.0204724759958997	0.0103179750792406
ENSRNOG00000014765	58857	Vapa	6.75525156150792	6.81553932403291	6.83109744848179	6.77771997779635
ENSRNOG00000042533	690470	Accsl	0	0	0	0
ENSRNOG00000042530	367830	LOC367830	0	0	0	0
ENSRNOG00000042531	100363184	Krtap13-1	0	0	0	0
ENSRNOG00000042536	24627	Pde4d	3.06620606916594	3.00811161755529	3.05381810279939	3.10782884389527
ENSRNOG00000036663	303753	Foxk2	4.15160163148666	3.96765424370231	4.16762580546624	4.12526206015897
ENSRNOG00000010109	313744	Nol9	4.04421111310878	3.94556806270938	3.92931955387237	3.84584966151555
ENSRNOG00000010104	311551	Pofut1	3.40635729629237	3.05026309985346	3.27661007005119	3.23586648941103
ENSRNOG00000010105	445415	S100a11	10.2116238812327	10.4369649273908	10.335547453145	10.4297031425718
ENSRNOG00000010106	366333	Faxc	1.22435256690012	1.06686048369402	1.09623992489331	1.05604311385482
ENSRNOG00000010100	301419	Tyw5	3.04245679244851	3.15534614467811	3.03966743500611	3.0288660384582
ENSRNOG00000019228	29741	Pik3r2	4.0383440472608	4.13137677089792	4.05703988188251	3.84294660318791
ENSRNOG00000010103	300253	Eif4b	6.43156159382998	6.45008893910934	6.37751644902967	6.45550422423594
ENSRNOG00000015880	94199	Dpep1	1.94624599905947	1.85322424305663	1.84861400346644	1.67710520077142
ENSRNOG00000015886	363216	Cnnm4	1.86989705373224	1.30056948631062	1.89895230248705	1.77901229997278
ENSRNOG00000015885	293244	Olr105	0	0	0	0
ENSRNOG00000062236	681392	LOC681392	0	0	0	0
ENSRNOG00000015888	307070	Larp4b	4.71249906681288	4.57603026429892	4.59070560183514	4.58910322565281
ENSRNOG00000062231	317423		1.53752019615416	1.59783338426643	1.54484884630327	1.45915581250882
ENSRNOG00000062230	450227		0	0	0	0
ENSRNOG00000027191	313876	Birc6	3.51083912565555	3.31918285096891	3.38432011457046	3.32751544941901
ENSRNOG00000027195	689515	Clrn2	0	0	0	0
ENSRNOG00000027194	303304	Sgsm2	3.17982533781872	3.03764851570975	3.05407216955296	3.00515808609316
ENSRNOG00000027196	360508	Smim23	0	0	0	0
ENSRNOG00000047835	405165	Olr1165	0	0	0	0
ENSRNOG00000059350	500036	Ppp1r3a	1.71373391317762	1.77032100745394	1.8410127669242	1.93228989574929
ENSRNOG00000047839	501890	RGD1561699	0	0.0314236419665423	0	0
ENSRNOG00000055860	500282	Arl8b	5.76747481256154	5.67386336496579	5.83247217550063	5.65380604674358
ENSRNOG00000061768	311170	Slc43a3	0.566393978034083	0.483973813964664	0.545118064530085	0.620357254429929
ENSRNOG00000017654	361425	Emc8	5.06043372969758	5.04429420361464	5.10086032597528	5.1505609196449
ENSRNOG00000017657	360550	Phf23	4.78584201160952	4.95057982713955	4.81169941164599	4.80112098341692
ENSRNOG00000017656	361776	Ccdc172	0	0	0	0
ENSRNOG00000059883	100912578	LOC100912578	6.32267670739654	6.26639045715622	6.31298824778844	6.30651082136504
ENSRNOG00000011762	85424	Elf1	3.8401111069493	3.55100915170854	3.78505832540433	3.66194422283198
ENSRNOG00000060494	502576	RGD1560554	0.0199632727399238	0.0408789141086725	0.0598615269601367	0
ENSRNOG00000060496	100312983	Kdm5d	2.4328602894084	2.29057208008766	2.36339378704367	2.3943766209818
ENSRNOG00000023476	690212	Slc16a5	0	0.0164360840157103	0	0
ENSRNOG00000023477	641621	Defb23	0	0	0	0
ENSRNOG00000023474	680486	Dazl	0	0	0	0.0164858272771017
ENSRNOG00000023473	502091		2.89670830295578	2.98349917477527	2.99371255453288	2.88261046723415
ENSRNOG00000025130	311337	Ltk	0.144359242603282	0.190648437290427	0.138081721060815	0.229761659406881
ENSRNOG00000014302	286923	Dlgap3	0.0122770063707204	0.10192731232958	0.0131117213860915	0.0535512426334931
ENSRNOG00000014303	292462	Lrp11	2.48169087830298	2.42158334175274	2.47349040614774	2.58152365189116
ENSRNOG00000014305	362646	Fbxo42	2.39672713866446	1.96631045007487	2.20241303830326	2.0914919900514
ENSRNOG00000021839	315409	Cep126	0.642163252011981	0.592597411874523	0.694510484811164	0.659666215949727
ENSRNOG00000021831	305947	Kcnrg	0.450826887823088	0.212954402082382	0.309875249659849	0.375290182755162
ENSRNOG00000021833	362879	Myrfl	0	0	0	0
ENSRNOG00000016234	307649	Ciapin1	5.56029944292103	5.56834647536756	5.53611129266415	5.56050620083796
ENSRNOG00000016231	364834	Polr2d	4.62307442748142	4.6317950646059	4.69790584323555	4.68288381606473
ENSRNOG00000016239	291403	Zadh2	2.19620409063617	2.37994353796234	2.2214344566447	2.27531515449991
ENSRNOG00000060146	308406	Six5	2.76834954238446	2.67164912412167	2.6618819878292	2.74176611642858
ENSRNOG00000060145	100910876	Olr1440	0	0	0	0
ENSRNOG00000060144	360829	Ankle2	3.5656977527888	3.48904246421968	3.47807906539101	3.43245042552572
ENSRNOG00000060141	291180	Epdr1	4.81112870546522	4.67755295859409	4.85293091050686	4.89545017948087
ENSRNOG00000055374	295723	Olr453	0	0	0	0
ENSRNOG00000024266	100362495	Haus5	2.09130027992164	2.08617960740671	2.05033893534895	2.00823499694876
ENSRNOG00000024264	304317	Amz1	0.581954118576882	0.480285336621104	0.564499786300622	0.4654571299822
ENSRNOG00000021168	361999	Anp32e	6.60788527468143	6.6355101829336	6.5625944870904	6.58537427855999
ENSRNOG00000025787	360747	Spag6l	0	0	0	0
ENSRNOG00000021166	116662	Ecm1	5.3488502731483	5.30657960224098	5.34801152377769	5.37878107742774
ENSRNOG00000021164	192277	Stip1	6.92009867559057	6.92902726315298	6.90185746138318	6.87696487227276
ENSRNOG00000025731	100359583	LOC100359583	7.81833799362327	7.7318645255495	7.76724300158978	7.83789032159034
ENSRNOG00000021160	365868	Hormad1	0	0	0	0
ENSRNOG00000021161	309186	Fermt3	2.04111441380139	1.92376544447132	1.91658940243274	1.96487865663598
ENSRNOG00000009819	287615	Vezf1	3.76997679522199	3.64385477521319	3.78113890080908	3.72617190635834
ENSRNOG00000009814	691375	Serpine3	0	0	0	0
ENSRNOG00000009815	305977	Pnma2	2.42813315668509	2.44664574980544	2.50542463176983	2.54021283261809
ENSRNOG00000009811	289994	Cnih1	6.28906945779114	6.47683080983632	6.50236738343121	6.52330162666569
ENSRNOG00000009812	691042	Sbf2	3.33125587008649	3.35063332662009	3.37092605574119	3.33940998831386
ENSRNOG00000055992	103690095	LOC103690095	3.56888366036467	3.55495775157439	3.58383898392093	3.60142163605081
ENSRNOG00000048374	100364550	Krtap24-1	0	0	0	0
ENSRNOG00000016612	291597	Trim36	0.914780016169159	0.965040843618753	0.993121687902285	0.969408375939598
ENSRNOG00000016613	24459	Hoxc4	0	0	0	0
ENSRNOG00000005064	81816	LOC103694902	5.14006867777158	5.15385645371666	5.21218721580459	5.23501986059754
ENSRNOG00000016618	100362283	Tmem52	0	0	0	0
ENSRNOG00000005067	298765	Zfp36l2	3.95912426898107	3.80230663184395	3.99293701579404	4.00731200384957
ENSRNOG00000017044	499754	Ccdc183	0	0	0	0
ENSRNOG00000049708	103689973	Wdr62	1.31545695497406	1.22696514035794	1.70502787747374	1.36043382010382
ENSRNOG00000058568	170635	Dhrs9	1.543787249037	1.37703739107816	1.599708259229	1.48347982375295
ENSRNOG00000058566	361795	LOC103694381	0.419584637331775	0.133428067185111	0.20249497308776	0.248804632954041
ENSRNOG00000058567	295735	Olr465	0	0	0	0
ENSRNOG00000017047	298032	Inip	3.24852539204983	3.05356144778091	3.20441150196549	3.21913873123013
ENSRNOG00000058563	498146	Spdye4	0.0260322302503645	0	0	0
ENSRNOG00000058560	25412	Col2a1	0.0201207527202978	0.0100874046640478	0	0.0311059034063032
ENSRNOG00000058561	302969	Srrm2	5.73862508433608	5.48230420449018	5.66035362356114	5.59719981167765
ENSRNOG00000024953	500410	RGD1559441	0	0	0.0187331887148738	0.024217318972762
ENSRNOG00000005753	300284	Alg13	2.18486836122112	2.2979644650575	2.23901369414929	2.20797579542508
ENSRNOG00000005751	311783	Il36rn	0	0	0	0
ENSRNOG00000009102	289992	Fermt2	6.55414251038698	6.77224148350887	6.58095067424127	6.55986579180044
ENSRNOG00000009103	315058	Chrac1	5.18899011061774	5.30434930471258	5.23490055946106	5.35308394656978
ENSRNOG00000009106	501015	C2cd4b	0.0423711115365823	0.0227403157230575	0.0669268054607288	0.143694177653024
ENSRNOG00000009105	366992	Kb15	0	0	0	0
ENSRNOG00000048079	100910479	Olr1686	0	0	0	0
ENSRNOG00000002907	360842	Plekha6	3.62139556271571	3.6817926123113	3.46631147510335	3.48722413353542
ENSRNOG00000002906	84385	Nr1i2	0	0	0	0
ENSRNOG00000002905	498006	Ccdc103	0	0.0556080651023388	0.0405308888902093	0.0507083161881137
ENSRNOG00000002904	171107	Arr3	0	0	0	0
ENSRNOG00000048071	100911776	Ccdc89	0.103707679861042	0.120514729196821	0.158956254101065	0.0821647016583543
ENSRNOG00000048070	690813	LOC690813	0	0	0	0
ENSRNOG00000048072	294130	Taar7h	0	0	0	0
ENSRNOG00000008392	300147	Sbf1	4.4498062478314	4.43022160772073	4.37349630623675	4.32329988357089
ENSRNOG00000000221	316122	Abhd5	3.62645556569139	3.6824439592478	3.7467397797039	3.74524194522858
ENSRNOG00000043334	304610	Olr878	0	0	0	0
ENSRNOG00000050825	100910165	Olr550	0	0	0	0
ENSRNOG00000008059	305908	Rnf17	0	0	0	0
ENSRNOG00000008058	266681	Tmprss5	0.0652517875136103	0.103960423798926	0.106400451927246	0.0921780149636598
ENSRNOG00000008057	300242	Krt7	1.66153768004622	2.46937108973549	1.69647739911799	1.59886361911148
ENSRNOG00000008056	314457	Ankrd9	2.93606271592794	3.13978566427081	3.02075678146333	3.12584032591126
ENSRNOG00000008055	362485	Ccne2	3.26795202925597	3.36761009401337	3.43650173573752	3.3784028717529
ENSRNOG00000008054	304982	Igsf9	0.9901494998035	1.17640565782863	1.00109790754305	0.937530933441017
ENSRNOG00000008053	691889	Atp8a2	0.420922719802051	0.71839533001593	0.479779380535159	0.458368069259705
ENSRNOG00000008052	362645	Atp13a2	2.39513812667183	2.42141946414507	2.38416481974993	2.36305721247959
ENSRNOG00000008051	500709	Itpk1	1.89450732273311	1.9110194558271	1.81064042042479	1.9330491596429
ENSRNOG00000008050	362895	Stac3	0	0.0300188302973156	0	0.0228917000492225
ENSRNOG00000012058	365691	Egflam	0.637781364878613	0.55220371417699	0.581528272067016	0.756098971645428
ENSRNOG00000026328	305812	Gpr137c	1.24943755613232	1.40849006905593	1.2461085302402	1.09633881182775
ENSRNOG00000012054	313564	Zmpste24	4.54372281743781	4.45989159465166	4.6542998602498	4.60055486226871
ENSRNOG00000012055	308757	Man2a2	4.17438758202347	4.1996255528394	4.15666878618983	4.18581693911841
ENSRNOG00000012051	680089	Ncaph	4.11386862099252	4.03686004474204	4.08672160174072	4.15213853125949
ENSRNOG00000012052	24505	Ins1	0	0	0	0
ENSRNOG00000012053	361991	S100a16	5.90060865110269	5.85327235153008	5.98617452915764	6.01366455038677
ENSRNOG00000015675	81733	Nell1	0	0	0	0
ENSRNOG00000015674	287443	Acap1	0	0	0	0
ENSRNOG00000015677	362638	Cda	0	0	0	0
ENSRNOG00000019757	364994	Dpep3	0	0	0	0
ENSRNOG00000019754	362004	Gdap2	2.67746264497873	2.81591061423013	2.85526500238159	2.84971247275806
ENSRNOG00000019752	63997	Slc29a1	3.23431946700819	3.63745880657011	3.52385999243881	3.44772873465409
ENSRNOG00000019750	24520	Kcna1	0.0253068840956217	0	0	0
ENSRNOG00000019751	365345	Cyb5r2	0.266441316037198	0	0.131922248472771	0.197699691520671
ENSRNOG00000015671	292124	Tectb	0.0325387276905629	0.0333803368873069	0.0164395540316211	0.0173084719019332
ENSRNOG00000019758	116458	Ipo13	3.67473445738397	3.80175488784965	3.69742904542605	3.63159260845864
ENSRNOG00000007629	313583	Sf3a3	4.63315113893923	4.62007308013854	4.65725253783548	4.62857197092528
ENSRNOG00000007628	362930	Ptp4a3	4.73540776454772	4.9147868677262	4.6983121316571	4.73975050735982
ENSRNOG00000039892	405337	Olr1185	0	0	0	0
ENSRNOG00000039891	307645	Adgrg5	0	0.0246459910246808	0	0.0256725762076044
ENSRNOG00000039890	305142	Abcg3l3	2.72064470024224	2.77239082150306	2.74532560939169	2.74553872401467
ENSRNOG00000007622	366001	Arrdc1	3.64648905411495	3.29436323095872	3.52154890496464	3.52279291659489
ENSRNOG00000007625	366064	B3galt1	0.679925313214257	0.770424796150097	0.620931697318865	0.728649293781064
ENSRNOG00000007624	287287	Il4	0	0	0	0
ENSRNOG00000003759	314360	Galc	1.6208883691598	1.69790475909478	1.55721958977939	1.42019764993086
ENSRNOG00000032712	295848	Olr631	0	0	0	0
ENSRNOG00000032716	405189	Olr1692	0	0	0	0
ENSRNOG00000003755	685504	Clgn	0.0403083711278213	0.0200608672744528	0	0.0310382391902289
ENSRNOG00000003756	302540	Lancl3	0.0541684107057762	0	0	0.0734185103800843
ENSRNOG00000025672	501588	Tex11	0	0	0	0
ENSRNOG00000025670	498356	Shisa3	0.0499253091563361	0.194363688630472	0.154393559668176	0.148727589729452
ENSRNOG00000003280	24411	Grin2c	0.00970614921543816	0	0	0
ENSRNOG00000025676	316090	Gask1a	0.0812336261177488	0.0998210947303736	0.144882372576349	0.0697115738532872
ENSRNOG00000003285	100362572	Mpv17l	0.52061113613098	0.487572274418258	0.323586153473281	0.418709871688427
ENSRNOG00000003284	360605	Epn3	1.81472152115051	2.02376022018654	1.8354636086763	1.91463776944773
ENSRNOG00000003289	289668	Lap3	5.54119401640434	5.51931540831808	5.5430585307218	5.56661497114871
ENSRNOG00000025679	360230	Stk40	3.77507739477315	3.75080214311896	3.74342877898763	3.73803911282124
ENSRNOG00000007993	305441	Sh3tc1	2.11592918792696	2.13687394023974	2.05020052968323	2.06189265707864
ENSRNOG00000007992	362630	Srsf10	5.24682570563553	5.24935584593358	5.22943585105912	5.24416372504007
ENSRNOG00000007990	312670	Adipor2	4.81399853128575	4.53717545246917	4.73452516197267	4.74854505585769
ENSRNOG00000007999	286965	Abra	2.76845422569604	2.83153523809118	2.8503873475492	3.01880904964585
ENSRNOG00000007998	81783	Ssb	6.7694388629049	6.78912741111346	6.80019717697109	6.82987609805261
ENSRNOG00000019698	364534	Ssbp4	4.66233758097742	4.61974489123394	4.59242503139789	4.65853931691111
ENSRNOG00000013017	25243	Arnt2	1.48855430635018	1.53412415255552	1.44915627966035	1.42245790804126
ENSRNOG00000013014	79129	Cyba	5.84847211503406	5.7879687109296	5.7516981369463	5.80147004453119
ENSRNOG00000013013	84424	Tle3	2.44369187450685	2.53892461049383	2.42538081822154	2.50150357332364
ENSRNOG00000013011	295549	Dnajb4	5.3541320445411	5.51357608196075	5.43194967582649	5.41141134346899
ENSRNOG00000013018	296872	Eda2r	2.06735276148143	2.79594822233056	2.1332498169036	2.01122837628008
ENSRNOG00000001662	25255	Dyrk1a	4.61997832924688	4.5167353206227	4.62880290528928	4.57124646912821
ENSRNOG00000002488	170501	Galnt10	2.93133275637442	2.6701505854648	2.85904662994982	2.87135643207924
ENSRNOG00000002487	302492	Mbnl3	1.43603500098986	1.03052438296666	1.48259551600136	1.21894975162688
ENSRNOG00000002484	65024	Chrna9	0	0	0	0
ENSRNOG00000015145	171121	Ppp6c	4.72449940069108	4.81213880955606	4.8393403219723	4.84224514993635
ENSRNOG00000002480	289287	Gpr137b	1.65887469475007	1.63912009677466	1.59470660721263	1.64599927831678
ENSRNOG00000011357	24775	Shbg	0.0305959947745401	0.0451320074121897	0.107393431664244	0.0839137925525879
ENSRNOG00000018267	316583	B3gnt7	1.70426240411306	1.27568439233067	1.58253078288334	1.43207916670603
ENSRNOG00000018266	367298	Slc23a3	0	0	0	0.0545193394698367
ENSRNOG00000011279	100363376	Cmc2	4.98625005245586	5.45297447008769	5.21534405280509	5.25884333216681
ENSRNOG00000001597	81647	Atf2	3.94528668771347	3.89915959888741	4.00378308389868	3.91507785943194
ENSRNOG00000001596	114630	Atp5mc3	9.58856494352191	9.84974263790609	9.69281573891304	9.78998180847464
ENSRNOG00000001593	362151	Lnpk	3.72429916460641	3.62493869809235	3.79165504365647	3.69300508660722
ENSRNOG00000001592	288305	Cct8	7.08052098811433	7.13700010903115	7.16586360595269	7.15395640070719
ENSRNOG00000001599	304132	Rwdd2b	2.92031748445842	3.0068118744787	2.98100713621002	2.88559717936293
ENSRNOG00000001598	288306	Usp16	4.74147763662697	4.65635569922445	4.83502166757394	4.7557018881676
ENSRNOG00000002151	103693564	LOC103693564	0	0	0	0
ENSRNOG00000002152	360928	Dcun1d4	2.80073964410516	2.88092181347638	2.88274716103044	2.8555012939372
ENSRNOG00000002153	305288	Cep135	2.02339941020603	1.98282318207363	2.01326464901803	2.01029479764136
ENSRNOG00000002154	79110	Mepe	0	0	0	0
ENSRNOG00000002158	24477	Ibsp	0	0	0	0
ENSRNOG00000002159	305166	Gpat3	2.17488145415144	1.98843756422214	2.18343234729331	2.21684614403947
ENSRNOG00000018838	293589	Paox	2.61641005156428	2.77603732110832	2.70556232552537	2.62843263213159
ENSRNOG00000018839	25054	Ntrk2	2.05205982843417	2.30673773022698	2.10209662693722	2.06779644242264
ENSRNOG00000018830	363220	Aff3	1.34913515195573	1.44684630690914	1.31764690409879	1.32100364615436
ENSRNOG00000018831	102546758	Klk5	0	0	0	0
ENSRNOG00000018832	502617	RGD1564854	0	0	0	0
ENSRNOG00000018834	25354	Sstr5	0	0	0	0
ENSRNOG00000018835	29492	Notch2	3.94552826705764	3.52371248488613	3.83233284864006	3.77299369464864
ENSRNOG00000018836	498967	RGD1559896	6.17196012811456	6.38849159823256	6.18152971801064	6.21672558276038
ENSRNOG00000031671	312664	Rasgef1a	0	0	0	0.0560508666262316
ENSRNOG00000031675	315567	Panx3	0	0	0	0
ENSRNOG00000007744	192249	Ehd3	2.73081701346851	2.73392205609477	2.84485975394419	2.69226301517434
ENSRNOG00000029941	266668	Grina	6.33737974533541	6.18780840171067	6.26976199009388	6.24756579588698
ENSRNOG00000029943	405034	Olr330	0	0	0	0
ENSRNOG00000029945	117179	Cuzd1	0	0	0	0
ENSRNOG00000029949	100909605	LOC100909605	0	0	0	0
ENSRNOG00000047934	498701	RGD1566359	4.81265389639149	5.00381220909294	4.7576132095407	4.74671892576396
ENSRNOG00000015417	316328	Kansl3	4.00236085547016	4.0392498275202	3.69740891368991	3.90050143037312
ENSRNOG00000015416	363227	Nabp1	3.84588905398971	3.95417783316032	3.87377484254449	3.97826513825485
ENSRNOG00000047931	81814	Tmsb4x	10.9899739029185	11.0595902149954	11.1819751856355	11.2485781226379
ENSRNOG00000015410	306805	Aspn	1.91735372162325	1.95611489402682	2.10922973239267	1.94473855523113
ENSRNOG00000047933	103690164	Phykpl	0.976810759528495	0.592537005582429	0.544856072491736	0.620801867867439
ENSRNOG00000047939	102546809	Smim35	0	0	0	0
ENSRNOG00000047938	688340	LOC688340	0	0	0	0
ENSRNOG00000011567	315550	Rpusd4	3.00725866647218	2.87749692359406	2.90587057993055	2.98412437177634
ENSRNOG00000043006	316021	Epm2aip1	3.56609392410982	3.65897457696164	3.58744366284364	3.58463453594619
ENSRNOG00000011560	282584	Mtmr9	3.13311810180538	3.190066034341	3.16089164970983	3.17528018967999
ENSRNOG00000049067	100363266	Igip	1.84599679824335	2.11643751435456	1.88516737866979	2.37005767280359
ENSRNOG00000011562	309349	Slitrk2	0.213296927805858	0.298445299318027	0.275162778857291	0.25404758054521
ENSRNOG00000011568	498997	Rspo3	1.77676585364694	1.61926475906451	1.81603989171809	1.75139415110201
ENSRNOG00000039048	64357	Cd200r1	4.30462696368374	3.94921370128728	4.44670384232987	4.35845173577502
ENSRNOG00000018168	316226	Klc4	3.03036344597043	3.11458909195302	2.93554000709798	3.06364163528284
ENSRNOG00000018166	64562	Prkab2	2.02737611783677	2.15324336549408	2.1488852764167	1.95953944966892
ENSRNOG00000018167	100361931	Tmem221	0	0	0	0
ENSRNOG00000018164	293142	Spcs2	5.55737478142287	5.53729351636145	5.61766886811963	5.5295644661173
ENSRNOG00000018162	363251	Nhej1	1.27244368471244	1.33988597547371	1.31981306728363	1.28080799642899
ENSRNOG00000018163	361474	Ipcef1	0.130543368471737	0.0739817653589658	0.134822309117595	0
ENSRNOG00000018160	313524	Zswim5	1.45398230245944	1.32789680518931	1.40224730101481	1.37141309452189
ENSRNOG00000054603	29704	Pacsin1	0	0.162290073928181	0	0.0354314535568354
ENSRNOG00000054605	302987	Unkl	1.70903128868059	1.56480740479105	1.54819329172266	1.5672282089763
ENSRNOG00000036802	362256	Snhg11	0	0	0	0
ENSRNOG00000016038	25332	Mgmt	3.8817257793015	4.62583332098404	3.99484318355982	3.92025687135773
ENSRNOG00000042359	295543	Pigk	5.96362844494854	5.99016010969374	6.00403271612554	6.05512305568787
ENSRNOG00000052609	108348752	LOC108348752	0	0	0	0
ENSRNOG00000042352	681124	Dnase1l2	0	0	0	0.0557358748312449
ENSRNOG00000052604	100361907	LOC100361907	0	0	0	0
ENSRNOG00000016031	306809	Bicd2	4.73867509053834	4.59416428220507	4.70079569540886	4.76814011808473
ENSRNOG00000016037	54264	Mafb	0.889684503976032	0.965499548070977	0.838075049279755	0.774992566046951
ENSRNOG00000042355	363006	Tarbp2	3.942060056206	3.66961823431546	3.98364861132531	3.9666001620374
ENSRNOG00000009468	84405	Il12a	1.117854175214	1.28297807394423	1.13229459345945	1.26582343199046
ENSRNOG00000017927	25432	Drd4	0	0	0	0
ENSRNOG00000017925	311880	Gapvd1	3.95683955388271	3.82125116663684	3.89563778400823	3.94587641072117
ENSRNOG00000017922	681316	Tpbgl	0.166546400342399	0.0592544820545693	0.212260163125284	0.0995004554521106
ENSRNOG00000047208	100314094	Mir466c	0	0	0	0
ENSRNOG00000047206	100911727	LOC100911727	0	0	0	0
ENSRNOG00000047204	684555	Gp6	0	0	0	0
ENSRNOG00000021364	691311	LOC691311	0	0	0	0
ENSRNOG00000021365	361822	Ybey	0.539852134598273	0.690704599318105	0.688269326509522	0.596632034782775
ENSRNOG00000021366	100310877	Tas2r116	0	0	0	0
ENSRNOG00000050566	366109	Olr578	0	0	0	0
ENSRNOG00000050567	363614	Natd1	2.88149113639088	2.73548278435278	2.80575478925594	2.76857716212525
ENSRNOG00000057713	363425	Cav2	2.28791746363569	2.45034286554237	2.54889143076594	2.51378781262541
ENSRNOG00000013970	292071	Cdt1	3.51034565273494	3.49269310896931	3.42400352398759	3.47083371270726
ENSRNOG00000013971	293820	Psat1	4.97185855089179	4.42040980837563	5.02382388619518	4.92962511412655
ENSRNOG00000013972	297900	Pef1	4.67336677486406	4.78477124262594	4.6615079373516	4.64456867256849
ENSRNOG00000013973	170496	Lcn2	6.52665374484956	5.8377529937661	6.46539177467904	6.74727637416191
ENSRNOG00000013974	296131	Fahd2a	2.58293072473579	2.72475597432744	2.70546469014454	2.73879902513776
ENSRNOG00000013975	365096	Acat2l1	2.550135170069	2.6024830073298	2.78185120627361	2.83151646279752
ENSRNOG00000013977	363232	Bzw1	6.86922633353386	6.84266821517102	6.94530826012624	6.93456221579865
ENSRNOG00000017079	685076	Pgm2l1	1.3655979295416	1.4637334663882	1.42689201229152	1.3828447976804
ENSRNOG00000017078	362624	Selenon	5.9452765554838	5.9109712338622	5.90103247736096	5.86585369494836
ENSRNOG00000017075	313765	Slc35e2b	2.1127489948705	2.00600080925143	2.01612304031073	1.88167441051172
ENSRNOG00000017074	117049	Rab28	5.29748082267027	5.236231773001	5.29098816950123	5.37101499117314
ENSRNOG00000017077	310815	Snx7	4.19718515632658	4.04372503294699	4.12427301050299	4.17521349670398
ENSRNOG00000017071	290631	Babam1	5.20368424779589	5.2290763350551	5.16074835109476	5.24306889550232
ENSRNOG00000017073	313495	Ca9	1.49677243616112	2.08419580746636	1.48381170223922	1.52532761881975
ENSRNOG00000017072	316578	Slc16a14	1.05153344643152	0.981052664626328	1.08080657213933	1.13736073559444
ENSRNOG00000057729	500066	Strip2	1.11413386615137	0.904821579714314	1.07011944611927	0.961479347404139
ENSRNOG00000014532	29469	Lbp	2.28029434425955	1.3665917831721	2.17560192369353	2.05081675573203
ENSRNOG00000020098	681194	Lypd4	0	0	0	0
ENSRNOG00000020095	291656	Pcdhb3	0.704930554425097	0.813810145873579	0.884056458092497	0.810970303035462
ENSRNOG00000020097	24504	Inha	4.88888346466404	5.25766467289003	4.97185157908792	4.91122346399901
ENSRNOG00000020093	100360573	LOC100360573	7.59628978217389	7.66013246703147	7.72591291086892	7.71489832234593
ENSRNOG00000058776	406018	Olr1734	0	0	0	0
ENSRNOG00000020546	25330	Lipe	0.592318631403614	0.694518696445195	0.683837054284928	0.751408545065226
