Ensembl_GeneID	Entrez_GeneID	HGNC_GeneSymbol	Inhi_GeneExpression_log2FPKM	Prec_GeneExpression_log2FPKM	ScrInhi_GeneExpression_log2FPKM	ScrPrec_GeneExpression_log2FPKM
ENSRNOG00000013271	64831	Ireb2	4.56732919873	4.52942138055718	4.58178649966223	4.41855162193122
ENSRNOG00000013279	681458	LOC681458	0.0617544085262897	0	0.0188146143087657	0.497851209466662
ENSRNOG00000005059	100911917	LOC100911917	2.39488806130209	2.405795715196	1.8915259326863	2.36609806913979
ENSRNOG00000002229	64532	Adcy5	2.97922425044729	3.30596701928492	2.95102023024732	3.01446306097497
ENSRNOG00000002227	64030	Kit	1.88733685443733	1.92743118988429	1.85494825289975	1.89761577653745
ENSRNOG00000002224	364147	Yipf7	4.51844352477186	4.31726488172269	4.69669694316642	4.45037688422507
ENSRNOG00000002225	117106	Scarb2	5.74970349800439	5.43289257316717	5.62632335954383	5.57188497789372
ENSRNOG00000042918	309810	RGD1304770	0.178227145501215	0.134077740435804	0.0712678442655392	0.0710587458715645
ENSRNOG00000014808	291469	Srfbp1	3.06177317946546	3.0236934500698	3.07795452961576	3.04685531212877
ENSRNOG00000042912	494192	Mycbpap	1.27955757127454	1.54591528988248	1.28140683393805	1.35073862169286
ENSRNOG00000042915	690599	Mxra7	4.57042013969533	4.64536584458698	4.58168616399063	4.63489068963345
ENSRNOG00000042916	259218	Rwdd1	5.22774282144205	5.34385337900579	5.26370703714416	5.31995155892805
ENSRNOG00000046533	100364335		5.76046709080692	5.6769912521872	5.81528642348988	5.7708924601126
ENSRNOG00000005943	299499	Sp8	0	0	0	0
ENSRNOG00000005947	114248	Pde6h	0	0	0	0
ENSRNOG00000005944	300016	Slurp1	0	0	0	0
ENSRNOG00000005053	54702	Egln3	6.0010415455196	6.06601294117744	5.87955946858408	5.98620466974615
ENSRNOG00000030012	297584	Clec4a2	0.0706360908312043	0.036068180785161	0	0
ENSRNOG00000030016	315564	Robo3	0	0	0	0
ENSRNOG00000030017	306274	Ercc6	1.6789152230845	1.78158655760079	1.61916970421711	1.67773729845769
ENSRNOG00000030018	171290	Gzmc	0	0	0	0
ENSRNOG00000030019	24211	Atp1a1	7.71094476991024	7.79882492007108	7.68338879429743	7.74364253085565
ENSRNOG00000057803	100909439	LOC100909439	0	0	0	0
ENSRNOG00000057806	679906	Trpm7	4.17031138518146	4.15884462769105	4.22108137594866	4.10273885501975
ENSRNOG00000031763	405112	Olr427	0	0	0	0
ENSRNOG00000031766	26192	Mt-cyb	12.1694636309485	12.7163874955019	12.5871645330911	12.7892600390441
ENSRNOG00000031769	684258	Chchd7	4.76703155672488	4.69562369531389	4.90861402683368	4.70921165746398
ENSRNOG00000029814	314615	Prtn3	0	0.0442032059328087	0	0.0485227768750429
ENSRNOG00000029811	171138	Kcne2	0.188401854811114	0.209604912403888	0.159207545097559	0.223498016196812
ENSRNOG00000040404	100314288	Mir465	0	0	0	0
ENSRNOG00000040406	100314212	Mir496	0	0	0	0
ENSRNOG00000038574	65053	Rassf9	0.173129904216941	0.236770905069	0.190700642486737	0.164441859565358
ENSRNOG00000038572	305392	Ncapg	3.85902032382748	3.73099584669676	3.97206876006424	3.91040173333968
ENSRNOG00000040402	100314104	Mir301b	0	0	0	0
ENSRNOG00000015541	60449	Gnb3	0.709031874794211	0.795687672471599	0.7607398481077	0.905460487495899
ENSRNOG00000015540	309144	Ppp6r3	4.31554204601301	4.20074699149678	4.37472313459463	4.34231140084045
ENSRNOG00000015546	498830	MGC116121	3.24630413911968	3.04797013749045	3.17153465040578	3.20893232448473
ENSRNOG00000015544	100909441	LOC100909441	8.03268479966286	8.11177564417839	8.10416818082194	8.14627651526513
ENSRNOG00000011653	297530	Washc2c	4.04404655117928	4.04794464013466	4.01352256719416	3.95969819676066
ENSRNOG00000011652	311401	Sppl2a	3.71952539745226	3.5222773144473	3.76192794077285	3.60499890018576
ENSRNOG00000011657	306073	Kbtbd6	0.748813000171243	0.751036263666115	0.765113542281118	0.669690123693302
ENSRNOG00000011655	313242	Dcaf10	2.63536505300116	2.56721408703004	2.59751382286986	2.54404111717559
ENSRNOG00000011654	310344	Plk4	4.01809066303353	3.74591752048237	4.05427227390725	4.02643047062951
ENSRNOG00000011659	365298	Alpk3	4.8854665925908	4.91842224720676	4.77345019284729	4.83351154510922
ENSRNOG00000011658	301381	Tex30	3.0716302209799	3.1033559026035	3.21039209711399	3.23208022309206
ENSRNOG00000039192	103690888	LOC103690888	0.0675563858629053	0	0.0343364487459783	0.0531942653356197
ENSRNOG00000039191	498608	Yjefn3	0	0	0	0
ENSRNOG00000039197	298069	LOC108348074	4.71687799636192	4.11447899507698	4.68155653459227	4.69614470590356
ENSRNOG00000037684	100912937	LOC100912937	0	0	0	0
ENSRNOG00000037687	500863	Rspo2	0	0.0131452921767437	0.0135487644474399	0.00682034890855851
ENSRNOG00000037680	689792	Skint8	0	0	0	0
ENSRNOG00000037688	294521	Ak9	0	0	0	0
ENSRNOG00000049600	100361657	Pate1	0	0	0	0
ENSRNOG00000018076	246248	Fmo5	0.587460075846402	0.290934107553969	0.359191947337898	0.493973938092634
ENSRNOG00000049602	686787	Olr318	0	0	0	0
ENSRNOG00000049605	365511	Zfp296	0.420015893724863	0.627876514464709	0.598710457621306	0.60239775151348
ENSRNOG00000049604	81727	Mvk	3.02596067805107	3.03153706001885	3.1639657917445	3.16198185515782
ENSRNOG00000049607	314848	Lrrc10	3.56245161943821	3.62715551057912	3.61066050534517	3.80626494966187
ENSRNOG00000018078	405257	Olr36	0	0	0	0
ENSRNOG00000054576	299908	Gsdmc	0	0	0	0
ENSRNOG00000016381	361450	Ust	1.98732923738001	2.05155165711232	1.93567452858879	1.95946653651731
ENSRNOG00000016383	291339	Commd3	6.02893291339934	6.3050856469475	6.1306079731274	6.22849920880753
ENSRNOG00000016384	85243	Pik3cb	2.63574757416004	2.67258144109109	2.6150334113066	2.59462066351753
ENSRNOG00000016385	29689	Gabrd	0	0	0	0
ENSRNOG00000016387	362041	Rpl34	9.36407605883839	9.48468685850787	9.48350178351651	9.54376810879317
ENSRNOG00000016388	316561	Sphkap	2.24689439697534	2.33587094538382	2.36649610950661	2.46290593884808
ENSRNOG00000037352	292328	RGD1562747	2.18024956092441	2.32548475913039	2.27856803078095	2.21186143744042
ENSRNOG00000008224	116674	Jdp2	4.46762068743917	4.31615420749324	4.53179922167813	4.41368803076399
ENSRNOG00000047171	361815	Rnf8	2.93948502767046	2.81921278258589	2.94787336781267	2.90623225092257
ENSRNOG00000047175	24273	Cryaa	0	0	0	0
ENSRNOG00000022899	301440	Cdk15	0	0	0	0
ENSRNOG00000047179	64312	Aplp2	7.12399278889999	7.18322942082103	7.10595309327008	7.10060042935622
ENSRNOG00000022896	362967	Rrp7a	3.464235240995	3.37127560638744	3.38132018052275	3.37285069442216
ENSRNOG00000022894	102548228	Bivm	2.96113236453652	2.61241915215627	2.97395503080384	2.84376268268373
ENSRNOG00000022893	266780	Rimbp2	0.42767974050329	0.385105166773225	0.403489853501419	0.397690847256035
ENSRNOG00000022890	500513	RGD1562532	0	0	0	0
ENSRNOG00000048495	679127	Rrp12	4.10663620146855	4.08216963184743	3.9233102928326	3.96300004814925
ENSRNOG00000046802	365190		0	0	0	0
ENSRNOG00000046803	687105	Arhgef16	0.0823524272885671	0.101059809294071	0.095766968941587	0.0973245966966513
ENSRNOG00000046800	287236	Olr1385	0	0	0	0
ENSRNOG00000046801	296661	Olr400	0	0	0	0
ENSRNOG00000046807	100911801	Olr1227	0	0	0	0
ENSRNOG00000021272	296178	Mcm8	1.98970427448689	1.9147947494689	1.99579736379409	2.04211254453997
ENSRNOG00000021273	366196	Crls1	4.23396770584792	4.29163440114778	4.29974354062238	4.23806887394891
ENSRNOG00000021270	311441	Trmt6	3.80345905827642	3.59552745628662	3.77059899283924	3.71114042222667
ENSRNOG00000021276	29373	Bmp2	2.13634837496856	2.00890731044565	2.12719917886385	2.20330811136894
ENSRNOG00000021274	296179	Fermt1	0.162465362905276	0.109035655258532	0.138949432614018	0.109382609645488
ENSRNOG00000056324	102548818	LOC102548818	0	0	0	0
ENSRNOG00000056325	294753	Mocs2	4.80425343118962	4.57490958071319	4.77329407909951	4.68290085590589
ENSRNOG00000017163	60416	Pfkp	7.32184817285289	7.21976889003086	7.15157973109015	7.09782685141241
ENSRNOG00000017161	366008	Lcn8	0	0	0	0
ENSRNOG00000017166	100361133	Mycbp	4.45557916513202	4.64147622932531	4.62398569094107	4.62762397535324
ENSRNOG00000017165	307091	Akr1e2	1.53302819341409	1.67239254434696	1.5625546328515	1.69358992462334
ENSRNOG00000017164	292130	Afap1l2	1.82441420854169	2.10532315066981	1.85314589424043	1.84321127521497
ENSRNOG00000050448	300567	Olr1242	0	0	0	0
ENSRNOG00000050443	405201	Olr1746	0	0	0.0240009494310311	0
ENSRNOG00000057496	103691157	LOC103691157	0	0	0.0529117164755038	0.0261468579085825
ENSRNOG00000057147	367743	Praf2	4.91166097232542	5.00606674786132	4.94782852898195	4.96365916848836
ENSRNOG00000057141	498169	RGD1561730	0.303670512221924	0.247125255709707	0.253119646822453	0.226756543755306
ENSRNOG00000027944	361515	Pnma8a	0	0	0	0
ENSRNOG00000027942	361503	Eps8l1	0.0404221873103765	0.120167540300079	0	0.0668008267716119
ENSRNOG00000027940	314614	Plppr3	0.0688294101995654	0.0838439544973294	0.0473777668621494	0.0871006562586955
ENSRNOG00000058670	100911383	LOC100911383	0	0	0.016873833526032	0
ENSRNOG00000058677	296913	Lsm8	5.39692548505429	5.4013271831732	5.53429735549502	5.50575723071045
ENSRNOG00000020638	293538	Hmx2	0.132490551169261	0.158779688783648	0.112196339795584	0.135392958864815
ENSRNOG00000020635	308441	Exosc5	3.58583534453889	3.6022081818152	3.62533889375032	3.64548499278945
ENSRNOG00000020634	292898	Pih1d1	3.38181213876683	3.5699919908582	3.34193923217609	3.41462122438563
ENSRNOG00000020637	293537	Hmx3	0	0	0	0
ENSRNOG00000020636	292770	Spint2	4.51378412754141	4.66632702342614	4.53231867144325	4.58348787956775
ENSRNOG00000020630	24500	Il9r	0.00713260631557162	0	0	0
ENSRNOG00000051792	689959	LOC689959	3.90228747004879	3.932139113071	3.99169948160199	4.01053367635368
ENSRNOG00000042492	360860	Cop1	4.67772162576134	4.69903254192781	4.66929800569727	4.68376931678458
ENSRNOG00000042494	362433	RGD1307916	0	0	0	0
ENSRNOG00000042497	108352018	Mymx	0	0	0	0
ENSRNOG00000042496	286905	Cyp4f5	0.807057156271396	0.763763852566272	0.761384311463816	0.809941907344809
ENSRNOG00000033755	494268	Vom1r35	0	0	0	0
ENSRNOG00000053869	689995	Ppp1r3d	4.55235525023833	4.80206775250414	4.50705390469247	4.56518621435646
ENSRNOG00000053860	294196	Olr1742	0	0	0	0
ENSRNOG00000005033	79558	Acvr1	4.30478750015137	4.36349848903163	4.27747975228157	4.26606916814785
ENSRNOG00000010248	116459	Serpini1	1.39845552148835	0.572272180168064	1.07074839010213	0.703984132542513
ENSRNOG00000010241	685284	Hspb11	2.382017083588	2.43032280328919	2.26273743184245	2.51161961752301
ENSRNOG00000010240	300870	Tent5a	4.45949515350322	4.05631207244346	4.30357823195806	4.24367001260394
ENSRNOG00000010244	287545	Sarm1	0.172845763130932	0.212392304874655	0.189990191120495	0.260337134848079
ENSRNOG00000051420	311703	Cables2	2.82292781791031	2.74365236371016	2.72889955825175	2.74533376224885
ENSRNOG00000059237	367345	Clul1	0	0	0	0
ENSRNOG00000048146	103692128	LOC103692128	0.026705008964127	0	0	0
ENSRNOG00000012683	361601	Abhd17c	4.78513098243816	4.93621858783885	4.89335034254578	4.84177023103107
ENSRNOG00000027360	362687	Srsf7	6.76458964053053	6.70415332555824	6.72044990938284	6.75302167086751
ENSRNOG00000027365	100912525	Hoxa4	0	0	0	0
ENSRNOG00000029360	294421	Serinc1	7.10686831224954	7.06923744458975	7.18713501883175	7.16808277505042
ENSRNOG00000027368	100910875	Ubald1	2.88359504248768	2.89295012133678	2.81795377949426	2.80585125969296
ENSRNOG00000033136	499400	RT1-M5	0	0	0	0
ENSRNOG00000033134	499497	Mef2c	2.85614580729827	2.95855228810177	2.81872006051547	2.76705734469038
ENSRNOG00000033133	84019	Nae1	4.36685737974183	4.28570782710838	4.43267397812925	4.40841411902234
ENSRNOG00000033130	259244	Mup4	0	0	0	0
ENSRNOG00000060914	287199	Nudcd2	5.01376729832131	5.17716821060781	5.10411798842883	4.91566505700695
ENSRNOG00000060915	293437	Olr270	0	0	0	0
ENSRNOG00000060912	290868	Qars1	5.62793889116391	5.6198124413593	5.5894274075437	5.61174222837882
ENSRNOG00000033688	500726	Cep170b	3.35340352002893	3.17537425833136	3.26745046342398	3.2124956813667
ENSRNOG00000026702	315610	Jaml	0.213668101603635	0.132368557415784	0.173217872493444	0.151471068142082
ENSRNOG00000061359	685197		1.50941985851148	1.21083273861134	1.43252092398528	1.20310908565863
ENSRNOG00000026705	688705	Dgki	0.34030187007034	0.233905295947753	0.119125639177303	0.143751423869867
ENSRNOG00000026704	66027	Drp2	0.0539095796215068	0.0721760865256911	0.0496384829033357	0.0598616287405221
ENSRNOG00000033680	108348266	LOC108348266	0	0	0	0
ENSRNOG00000047675	293424	Olr282	0	0	0.0474808202938435	0
ENSRNOG00000022283	294303	Lhfpl5	0	0	0	0
ENSRNOG00000022288	313611	Pafah2	1.53603476430667	1.52482865046064	1.48675214433479	1.59882271109319
ENSRNOG00000022289	282827	Aip	4.47364452905812	4.60896677760946	4.36052023078392	4.37476348353511
ENSRNOG00000060004	100526587	Mir3572	0.522277737091888	0.664515549632659	0.53972293430136	0.46576782416256
ENSRNOG00000060005	619346	Surf4	5.88313525373382	5.78704681683587	5.85331299004949	5.8354667602938
ENSRNOG00000060008	293456	Cog7	3.20306498335829	3.1820398904792	3.2548794001722	3.11342691075998
ENSRNOG00000024705	297073	Rarres2	4.14847265374966	4.04811542856076	4.04226331121273	3.99340542704155
ENSRNOG00000024707	362675	Tp73	0.0146058116021556	0	0	0
ENSRNOG00000024703	305987	Dock5	2.78478736306724	2.50554446285717	2.69261868133523	2.70034008721041
ENSRNOG00000003163	289217	Sdhc	7.64152684749706	7.82003029455957	7.71223756944302	7.78907574492272
ENSRNOG00000016156	81005	Nptxr	3.52647873374524	3.80218954180527	3.60184263803166	3.65321151785211
ENSRNOG00000006652	84474	Ddx1	6.37120362295948	6.36313360487037	6.37059387184274	6.38955923527325
ENSRNOG00000030568	54292	Rgs12	2.54910483976855	2.53180923541475	2.47667238916811	2.4960578636647
ENSRNOG00000030569	405166	Olr1163	0	0	0	0
ENSRNOG00000040376	100314132	Mir802	0	0	0	0
ENSRNOG00000049970	361819		1.65739221060003	1.64079942146227	1.77568999118283	1.80569939517125
ENSRNOG00000058317	29660	Pnck	0	0	0	0
ENSRNOG00000058316	686087	Mospd1	3.10663269307082	3.32781446878313	3.32987677109995	3.19167039599557
ENSRNOG00000036249	100314086	Mir485	0	0	0	0
ENSRNOG00000031211	361637	Acsm5	0	0	0	0
ENSRNOG00000036245	100314265	Mir532	0	0	0	0
ENSRNOG00000036244	100314082	Mir494	0	0	0	0
ENSRNOG00000036243	100314081	Mir493	0	0	0	0
ENSRNOG00000036241	100314074	Mir215	0	0	0	0
ENSRNOG00000001452	266608	Fzd9	0.353421865935731	0.502321453315577	0.244652048656769	0.400905206703803
ENSRNOG00000017331	293325	Olr178	0	0	0	0
ENSRNOG00000004563	287275	Sec24a	3.07647336874734	2.95299402240063	3.08975163680509	3.02238133494759
ENSRNOG00000004560	257648	Cacna1b	0.356887445291824	0.461869938676098	0.400759331854905	0.446468731301964
ENSRNOG00000004566	287418	Arhgef15	0.0472568040783092	0.0626091539147629	0.0226538414469322	0.062704886141589
ENSRNOG00000004564	299759	Lrriq1	0.00854434243724903	0.00881120356791918	0	0.0132963857601029
ENSRNOG00000018279	364678	Sfxn1	4.75104996856755	4.61987468070114	4.77586423348465	4.71968818058809
ENSRNOG00000018272	293586	Zfp511	2.77154725606974	2.92292638256744	2.92817630326378	2.90475386511191
ENSRNOG00000018273	25135	Ncl	8.3101358577646	8.24989013613108	8.258084756562	8.29436189319575
ENSRNOG00000018271	65170	Scamp4	5.0320305091009	4.91254191234691	5.00438704379568	5.05928533368856
ENSRNOG00000018276	367252	Mgat4a	2.32049092402307	2.36143254039191	2.34944381988705	2.31394668437899
ENSRNOG00000048539	405208	Olr832	0	0	0	0
ENSRNOG00000037115	295351	Chi3l3	0	0	0	0
ENSRNOG00000040095	680955	LOC680955	0	0	0	0
ENSRNOG00000007249	83571	Cdkn1b	4.7685220902802	4.74514798609901	4.7659942147478	4.76143307541693
ENSRNOG00000010553	170636	Pnma1	0.315784583619502	0.400410498394675	0.254332046278229	0.341635793258432
ENSRNOG00000037113	303380	Slfn2	6.33673851618535	5.51455515748553	6.09861499785925	5.85682913506249
ENSRNOG00000050245	405997	Olr1530	0	0.0235221928218179	0	0
ENSRNOG00000050243	498790	Akr1c12l1	0	0	0	0
ENSRNOG00000050242	104796557	Mirlet7g	0	0	0	0.507417581729321
ENSRNOG00000048394	100359967	Zfp560	1.10129275899966	1.26174050958557	1.24993986617973	1.21313250825895
ENSRNOG00000048395	405994	Olr1515	0	0	0	0
ENSRNOG00000048396	103690157	LOC108348138	0.0335804560499269	0.0663122954381075	0.0342064918528623	0.0842903593753907
ENSRNOG00000048397	308993	Sephs2	4.43700390677001	4.41975814598151	4.4331062263291	4.36863398844169
ENSRNOG00000007247	362442	A2ml1	0	0	0	0
ENSRNOG00000052220	680270	Ccdc83	0	0	0	0
ENSRNOG00000052227	300627	Olr1327	0	0	0	0
ENSRNOG00000052226	108348144	Ndufa1	4.54066280484837	4.70336965895748	4.55114177522041	4.67812802941861
ENSRNOG00000052224	300758	Celf6	0	0	0	0
ENSRNOG00000017194	117254	Prdx1	8.31388252839816	8.41256666245008	8.44311858856283	8.4578014261193
ENSRNOG00000012343	246311	Pdp2	2.607000425655	2.56343066779234	2.67011742473354	2.60682173993492
ENSRNOG00000012344	116726	Slc7a9	0.0254828141085378	0	0.0263222851077719	0
ENSRNOG00000017193	315691	Lingo1	0.421474522074805	0.475372757356001	0.57650828383768	0.586357654312794
ENSRNOG00000019639	290648	Pgpep1	4.00120290099122	4.23345143586608	3.91821336801765	3.97119074309404
ENSRNOG00000019638	60374	Lmna	7.41571810553682	7.66603762707082	7.37208228329541	7.45578842083649
ENSRNOG00000019635	363283	Cops8	5.23472933476933	5.28900885510061	5.25654257776541	5.33430129560121
ENSRNOG00000019634	363275	Eif4e2	5.2212593228242	5.23055696695348	5.2210203589119	5.22484492231162
ENSRNOG00000012347	25159	Gata2	0.693674090869956	0.701070439601131	0.613874129327165	0.625781826321744
ENSRNOG00000019630	85255	Hacl1	2.06342347892624	2.07405176969646	2.01467474899751	2.1439766426383
ENSRNOG00000046234	103692018	Olr1252	0	0	0	0
ENSRNOG00000013844	294606	Fam172a	2.63110199908614	2.54896774758195	2.7445172913888	2.65197706552595
ENSRNOG00000013845	309140	Mrpl21	4.70468658504297	4.83410554849733	4.77893164367529	4.81731576312016
ENSRNOG00000013847	292681	Nova2	0	0.0307917171932552	0.093517422665275	0.0785879097625314
ENSRNOG00000013840	309374	Ankrd2	0	0	0	0
ENSRNOG00000013841	315987	Dcaf1	3.47346754143161	3.34949527733685	3.33677816729438	3.32223125530786
ENSRNOG00000007141	58842	Preb	5.72696515322821	5.77689941507705	5.67728117491745	5.74953195266337
ENSRNOG00000007142	117108	B3gat1	0.104001708128677	0.0969237253098307	0.101938131327083	0.0962159968085485
ENSRNOG00000007147	362782	Cyp46a1	0.68004304513714	0.804953168116694	0.620113752023111	0.605271904534404
ENSRNOG00000038355	689897	Crygs	0	0	0.0638680588492727	0
ENSRNOG00000006238	311786	Traf2	4.08440262699946	4.02722988605117	3.93218430775205	4.00803920093147
ENSRNOG00000006231	50677	Ptpro	0.45943983698539	0.343762249980276	0.453122302905197	0.360603775142624
ENSRNOG00000006235	81734	Nell2	0.0794327412844718	0.235639870638618	0.12356619076886	0.137276200358849
ENSRNOG00000006237	252939	Gpr37l1	0	0	0	0
ENSRNOG00000006236	499933	Dsn1	3.56676683369504	3.51287472326179	3.6852288402276	3.62758582459591
ENSRNOG00000018075	290555	Spcs1	6.17410089505292	6.33544715475692	6.31604212027692	6.37547858212182
ENSRNOG00000000699	363930	Selplg	2.13412229672745	2.05240408826988	2.01327117989716	2.10069295158117
ENSRNOG00000018077	290843	Gpat4	5.22720707635761	5.27939449262649	5.21063419527442	5.22567718451999
ENSRNOG00000029238	315094	Hgh1	3.94571559132448	3.91300159355094	3.83254637621718	3.79568607192565
ENSRNOG00000000691	288736	Foxn4	0	0	0	0
ENSRNOG00000018070	498726	Rnf182	0.0530950345093274	0.0865725651285941	0	0.047928368514218
ENSRNOG00000000693	171442	Svop	0.0901093844359666	0.0481819700319447	0.0181066170776742	0.0482466146485825
ENSRNOG00000029235	307106	Sfmbt2	1.0764628424201	0.738103274258008	0.90504583009273	0.942302975908156
ENSRNOG00000000695	304580	Ssh1	2.92730352215672	2.92160068714505	2.8416321976577	2.82621479923962
ENSRNOG00000029233	293091	Olr30	0	0	0	0
ENSRNOG00000000697	501841	Coro1c	5.88266067401372	5.90339016122124	5.9017843571381	5.95905689921508
ENSRNOG00000013596	294718	Dimt1	3.436057481013	3.44285811939094	3.64155318795582	3.61420045527038
ENSRNOG00000013594	24162	Acp2	4.04565086300888	3.85532674984919	4.19182057982328	4.13989588028548
ENSRNOG00000013593	315190	Upk3a	0	0	0	0
ENSRNOG00000013591	293415	Tmem9b	3.52816648479806	3.51856777169069	3.55360489781025	3.51225685523577
ENSRNOG00000013598	362510	Melk	3.29951000722097	3.14188802094609	3.35806841548959	3.34783752025281
ENSRNOG00000012469	300782	Ints14	3.9144720395873	3.93797428005644	3.89257626471724	3.90838498238575
ENSRNOG00000012467	301289	Il17a	0	0	0	0
ENSRNOG00000012460	25707	Cntf	1.67780599863692	1.41226852887169	1.61553053173039	1.75890292127345
ENSRNOG00000015857	296370	Ctsa	6.19014508388735	6.26593029164969	6.26660953608852	6.29259107889808
ENSRNOG00000015850	362662	Rbp7	0	0.0715829608489897	0.144549392996666	0
ENSRNOG00000015852	306400	Arhgap35	4.87688916036592	4.83143008393961	4.82575389219055	4.78606895945051
ENSRNOG00000010558	282819	Ppif	4.88579710678832	5.04723434253434	4.96105824067345	4.99692125643276
ENSRNOG00000017487	499260	Otoa	0.0391343031161389	0.0595154780697449	0.0341686370943486	0.0375887613342003
ENSRNOG00000015859	290551	Chdh	0.0514014775703407	0.0190545512939015	0.0665589531580152	0.0242406142629768
ENSRNOG00000015858	367166	Hyal1	1.41870644006724	1.27304648731548	1.29205634273998	1.24819656724272
ENSRNOG00000003348	64455	Rasd1	0.715021058401675	0.65995669724633	0.658369979447692	0.769891888736156
ENSRNOG00000003349	103693323	LOC103693323	0.244536218384272	0.0787818775209889	0.1499217448372	0.210166248710551
ENSRNOG00000003346	501552	Fancb	1.68631873886588	1.64786636814377	1.74188806036747	1.8225650388789
ENSRNOG00000003347	288858	Olr1016	0	0	0	0
ENSRNOG00000003343	29144	Canx	7.93537752209621	7.86743947668402	7.95729132329445	7.84672941136739
ENSRNOG00000039405	287136	Prss29	0	0	0	0
ENSRNOG00000001270	304485	Hvcn1	2.64767105934504	2.64681187825346	2.56296241653342	2.57865413339331
ENSRNOG00000001271	294770	Card6	3.13042173715629	3.00854926150487	3.13631020895153	3.11105658655492
ENSRNOG00000001272	294339	Mcm3ap	3.49662546260885	3.47382765195648	3.39943107520126	3.37357637608225
ENSRNOG00000001273	100361517	Psmg3	4.47714074762045	4.63601166575527	4.63252857770958	4.64710995503118
ENSRNOG00000001274	288666	Vps29	5.35997333221534	5.40919334960041	5.25551052043951	5.26064936316872
ENSRNOG00000001275	304325	Tmem184a	0	0.0223821437600941	0	0.0339155097921527
ENSRNOG00000001276	309692	Pcnt	2.19389063597211	2.10533369986465	2.10132773920683	2.03876907779151
ENSRNOG00000001277	246760	Mafk	5.21828811708826	5.37287912080224	5.15784861448383	5.16827770813745
ENSRNOG00000001278	360810	Gpn3	3.60740380081092	3.5925666839951	3.64335548049049	3.61538665949332
ENSRNOG00000057301	100909869	LOC100909869	1.07028624555264	1.15147295120537	1.08019329954767	1.12047281051486
ENSRNOG00000057304	102552398	LOC102552398	0	0	0	0
ENSRNOG00000037960	689499	Stum	0	0	0	0
ENSRNOG00000013330	93662	Cdhr1	0.39416206936792	0.415595276739869	0.378226236470921	0.491952853208439
ENSRNOG00000013331	157074	Sdha	7.46004620783812	7.60589675173832	7.42058206554394	7.48803093634212
ENSRNOG00000013334	362052	Clca5	0	0	0	0
ENSRNOG00000013339	83635	Gmeb2	2.34388416097091	2.16547178603472	2.26197083145696	2.28215283716833
ENSRNOG00000030600	287336	Olr1448	0	0	0	0
ENSRNOG00000051221	315728		1.80830780899542	1.78651147231664	1.78009146118151	1.68809725808839
ENSRNOG00000014021	296358	Matn4	1.08920325591283	1.39694674956289	1.04426396359047	0.943177746995399
ENSRNOG00000014027	360560	RGD1304728	1.93464211565797	1.92185925165022	1.97469252767918	1.85268396937369
ENSRNOG00000014025	192213	Rasgrf1	0.0592126727599567	0.0157126481985253	0.0326117793336727	0.0563172366989482
ENSRNOG00000014029	313445	Klhl13	3.98728394336629	4.03034660445709	4.06395788680759	4.02128291846592
ENSRNOG00000010733	315600	Vps11	3.69745754152002	3.70208893477021	3.68225617968216	3.71981305221322
ENSRNOG00000010732	290284	RGD1561590	6.63212975091523	6.74344107693883	6.62567710215522	6.72639402311199
ENSRNOG00000010731	306439	Gpm6a	1.15865102812759	0.916284520859868	1.16732350381607	1.1326068253378
ENSRNOG00000010730	362727	Efcab10	0	0	0	0
ENSRNOG00000010737	680445	Mbnl2	5.00341594423784	5.10692728458948	5.09828823847668	5.06365001414875
ENSRNOG00000010736	361131	Pbx4	0	0.181979263764968	0	0.0339639482348193
ENSRNOG00000010735	25337	Nfyc	4.71333873948802	4.80045514617166	4.74622273266489	4.73130946402304
ENSRNOG00000038432	685844	Sh2d1b2	0.633571138651987	0.977464115042255	0.674907906619573	0.98386616422014
ENSRNOG00000038436	294978	RGD1307100	2.67279779859211	2.54199792751853	2.5307205048674	2.54162253622099
ENSRNOG00000038437	108350839	LOC108350839	2.72236081956869	2.67071031022589	2.76898753353325	2.73702755023882
ENSRNOG00000037356	362191	Dph6	2.60971302962247	2.49346679621274	2.51010628062217	2.50668299382737
ENSRNOG00000036760	365360	Tmc5	0.0229046959488042	0	0	0
ENSRNOG00000036762	499253	Itpripl2	3.79969526797297	3.78991347202058	3.72964290848865	3.62800623871331
ENSRNOG00000015173	89842	Mbtps1	5.00239095598052	4.99519017472238	5.0213024950265	4.96948438717219
ENSRNOG00000035549	100314016	Mir92a2	0	0	0	0
ENSRNOG00000045961	686506	Lyrm7	1.95944021488776	1.98460894183373	1.92905909876231	2.03466794081416
ENSRNOG00000045964	102556410		0	0	0	0
ENSRNOG00000045965	103689949	N4bp3	1.280798135588	1.25690281119285	1.21037218029723	1.242517659305
ENSRNOG00000045968	498744		4.25053010734784	4.45633386749187	4.38184887324747	4.58382119762935
ENSRNOG00000045969	103693022	Olr1135	0	0	0	0
ENSRNOG00000016779	291019	Fam120a	5.84939371830367	5.72458272978348	5.76089560035474	5.67012218702614
ENSRNOG00000016778	312710	Cops7a	5.48885332801506	5.45737944244562	5.50774012141211	5.51455327610412
ENSRNOG00000035544	100314073	Mir361	0	0	0	0
ENSRNOG00000035547	100314214	Mir33	0	0	0	0
ENSRNOG00000043498	315649	Sik2	2.8438901625157	2.68241521097425	2.80841964321103	2.79647154829225
